blank,-,-,"<아스터 정보과에서 공개한 자료에 따르면, 양측은 겉으로는 관계가 나쁜 것처럼 위장하고, 핀토스 가의 뛰어난 마법 기술력을 이용하여 인체실험을 통해 금단의 영역에 손을 대는 동안 하스켈 가는 우수한 실험체를 제공하는 일을 계속해왔다.>",
,,,,
blank,-,-,허를 찔린 레이나는 빠른 속도로 머릿속에서 지금 상황에 대처할 수 있는 다양한 가능성을 모색했다.,
reina,-,레이나,(같은 집에 살면서 루시안 하스켈을 꾸준히 봐 왔다면 어딘가 이상하다는 것쯤은 눈치 챘겠지? 하스켈 쪽에서도 그래서 '밀고'를 시도했을 것이고. 그렇다면 황제가 아무렇게나 지어낸 내용이라고 우겨도 설득력은 없겠군.),
reina,-,레이나,"(이렇게 된 이상, 하나는 포기하고 나머지 하나라도 건진다. 아홉 가지의 진실에 한 가지 거짓을 섞으면, 마치 전체가 진실인 것처럼 보이는 법이니까.)",
blank,-,-,"그리고 레이나의 머릿속에는, 핀토스 가문의 전신인 핀토스 학회의 설립자이자 상인이었던 안토니우스 핀토스가 남겼다는 한 문장이 떠올랐다.",
blank,-,-,"""협상의 대원칙은, 상대가 원하는 것을 주되 그 대가를 최대한으로 얻어내는 것이다.""",
reina,-,레이나,(한숨)어차피 황제가 다 까발린 마당에 시치미를 떼도 소용없겠군요. 대신 조건이 있어요.,
luvericha,-,루베리카,......뭐죠?,
reina,-,레이나,(기본)(지금 이 사람에게 받아낼 수 있는 '최대한'은......),
reina,-,레이나,우리는 앞으로 황제와 싸울 생각이에요. 거기에 힘을 보태줬으면 해요.,
eren,-,에렌,호오.,
reina,-,레이나,"어차피 하스켈 가문도 황제에게 배신당한 처지고, 루키어스 하스켈을 비롯한 그쪽 인물들이 순순히 황제에게 항복했을 거라곤 생각하기 어렵죠. 그렇다면 결국 양쪽의 목적은 비슷할 거라고 생각하지 않나요?",
reina,-,레이나,"물론 무작정 언제까지나 도와달라는 건 아니고, 하스켈 가문의 생존자를 발견한다면 그 사람과 함께 우릴 떠나도 좋아요. 어차피 혼자 다니는 것보다 안전할 테니 그쪽에게도 오히려 고마운 제안이라고 생각하는데.",
luvericha,-,루베리카,"(오빠가 없는 하스켈 가문을 굳이 찾아야 할 이유는 없지만. 그래도, 그 대가로 진실을 알 수 있다면......!)",
luvericha,-,루베리카,그렇게 하죠.,
reina,-,레이나,(미소)이걸로 협상 타결이군요.,
,,,,
blank,-,-,레이나 핀토스는 모두가 있는 곳에서 모나드와 루시안에 대해 자신이 알고 있는 내용을 설며했다.,
reina,-,레이나,"황제는 '유해'라고 밝혔지만, 모나드는 죽지 않았어요. 봉인된 상태죠. 그리고 이능력자의 정신을 조종해 끌어들인 후 '각성'시키죠. 각성한 이능력자는, 이능력뿐 아니라 본래의 신체와 정신 능력까지 엄청나게 강해지지만...... 인간의 감정을 느끼거나 이해하지 못하게 돼요.",
reina,-,레이나,루시안 하스켈이 순식간에 강해졌지만 점점 비정한 인간이 되어가는 것처럼 보인 것도 분명 그 영향 때문이겠죠.,
sisterna,-,시스터나,(놀람)엄청나군......!,
eren,-,에렌,"루시안 하스켈은 우리가 파악하지못한 이능력자였고, 그 결과 그렇게 되었던 뿐이라는 건가.",
reina,-,레이나,원래라면 사전에 알지 못했더라도 이능력을 감지할 수 있는 델파이 님이 발견하셨겠지만......,
eren,-,에렌,그 양반도 없는 상태였다는 거지.,
luvericha,-,루베리카,(찡그림)그런 허무맹랑한 말을 어떻게 믿으라는 거죠?,
reina,-,레이나,안 믿어도 상관없어요. 난 말했으니까.,
luvericha,-,루베리카,......,
reina,-,레이나,"황제는 핀토스 저택에 보관되어 있던 자료를 전부 가져갔어요. 모나드의 특성에 대해서도 이미 알고 있지만 공표하지 않았거나, 적어도 알아내는 건 시간문제죠.",
reina,-,레이나,지금까지의 행적으로 보면...... 그걸 이용해서 군대를 양성하고 이번에야말로 전쟁을 일으킬지도 몰라요.,
luvericha,-,루베리카,"(전쟁. 수많은 사람들이, 서로 죽고 죽이는......)",
reina,-,레이나,그렇게 되면 봉인의 수호자라는 핀토스 가문의 의무는 깨져버리고 말겠죠. 전 그 상황을 어떻게든 저지하고 말 거예요.,
sisterna,-,시스터나,"흠, 무지막지하게 강해진 사람들이 때로 몰려온다면 확실히 그건 좀 난감하겠네요.",
yeong,-,영,"(찡그림)그런 방법으로 강해질 수 있다니, 위험한 일입니다. 노력하지 않고 힘을 얻게 된 자는 그 힘을 올바르게 쓸 수 없어요.",
eren,-,에렌,"어쨌든, 그런 게 가능해진다면 황제를 이기는 건 불가능해지겠지. 지금도 군대를 거느린 황제와 전면전은 터무늬없는 일이고 개개인의 능력에 의존해서 싸울 수밖에 없는데, 그 이점마저 사라져버릴 테니까.",
luvericha,-,루베리카,"......당신의 말을 다 믿을 순 없지만, 어쨌든 알려줬으니 약속은 약속이겠죠. 그리고 황제가 위험한 인물인 것도 사실이니까.",
reina,-,레이나,(미소)잘 생각했어요.,
sisterna,-,시스터나,둘이서 시작했던 게 벌써 동료 다섯 명이군요. 반역치고는 꽤나 순조로운데?,
yeong,-,영,"그럼, 다음 목적지는 어디죠?",
reina,-,레이나,(기본)루펠리아로 갈 거예요.,
sisterna,-,시스터나,(놀람)뭐라고요?! 그 먼 곳까지는 대체 왜......,
reina,-,레이나,핀토스 가에서는 봉인에 문제가 생기면 아스타틴 님께 도움을 청하도록 되어 있죠. 그리고 그분이 루펠리아에 계시니까요.,
eren,-,에렌,(놀람)뭐? 그 아스탄틴?!,
eren,-,에렌,(어떻게 모나드 시대의 인간이 아직도 죽지 않고 살아있는 거지? 설마 그자도......?),
yeong,-,영,유명한 사람인가요?,
sisterna,-,시스터나,"(당황)모나드 황제와 함꼐 제국을 통일했던 대마법사 아스타틴이라면, 마법사로서 모를 수 없는 인물이죠. 하지만 어떻게......?",
reina,-,레이나,"설명하자면 복잡하군요, 찾아가서 직접 이야기하는 게 더 빠를 거예요.",
luvericha,-,루베리카,(이제 와서 500년 전 사람인 모나드 황제 탓이라고 납득하고 끝낼 순 없어. 오빠의 죽음을 둘러싼 모든 진실을 알아내고 말 거야......!),
sisterna,-,시스터나,(분노)잠깐. 여기서 루펠리아면 거의 유니티 끝에서 끝이잖아! 게다가 자바 바로 옆의 국경지대!! 그럼 거기서부터 여기까지 고생하면서 온 저는 대체 뭘 한 거죠!!,
reina,-,레이나,(미소)걱정 말아요. 갈 때는 훨씬 편할 테니까.,
sisterna,-,시스터나,......,
